city,price,carat,depth,table,x,y,z,clarity,cut,color
Tel Aviv,13598,1.36,59.8,59.0,7.12,7.2,4.38,VVS2,Premium,E
Tel Aviv,9711,1.01,61.8,59.0,6.42,6.39,3.96,VVS2,Premium,E
Tel Aviv,1082,0.37,60.9,59.0,4.65,4.61,2.82,VVS2,Premium,E
Tel Aviv,10258,1.14,59.7,58.0,6.83,6.91,4.1,VVS2,Premium,E
Tel Aviv,1046,0.31,60.8,55.0,4.43,4.38,2.68,VVS2,Premium,E
Dubai,842,0.32,61.5,58.0,4.36,4.42,2.7,VVS2,Premium,E
Dubai,12787,1.2,62.3,59.0,6.83,6.79,4.24,VVS2,Premium,E
Dubai,8888,1.0,61.6,59.0,6.42,6.46,3.97,VVS2,Premium,E
Dubai,740,0.25,62.5,59.0,4.05,4.02,2.52,VVS2,Premium,E
Dubai,9858,1.05,59.6,60.0,6.61,6.58,3.93,VVS2,Premium,E
Dubai,724,0.26,58.9,61.0,4.19,4.16,2.46,VVS2,Premium,E
Dubai,1207,0.39,61.1,59.0,4.74,4.68,2.88,VVS2,Premium,E
Dubai,2496,0.56,59.2,56.0,5.49,5.39,3.22,VVS2,Premium,E
Kimberly,816,0.31,61.4,58.0,4.33,4.36,2.67,VVS2,Premium,E
Kimberly,799,0.27,59.0,59.0,4.27,4.24,2.51,VVS2,Premium,E
Kimberly,842,0.32,59.9,58.0,4.45,4.5,2.68,VVS2,Premium,E
Kimberly,2870,0.64,62.1,58.0,5.56,5.51,3.44,VVS2,Premium,E
Kimberly,1243,0.41,60.9,60.0,4.82,4.81,2.93,VVS2,Premium,E
Kimberly,10577,1.1,60.1,58.0,6.76,6.69,4.04,VVS2,Premium,E
Kimberly,816,0.31,61.3,60.0,4.33,4.35,2.66,VVS2,Premium,E
Kimberly,10111,1.09,59.9,59.0,6.73,6.7,4.02,VVS2,Premium,E
Kimberly,1046,0.31,61.9,58.0,4.38,4.35,2.7,VVS2,Premium,E
Surat,11301,1.2,62.1,58.0,6.76,6.7,4.18,VVS2,Premium,E
Surat,1080,0.32,59.9,58.0,4.5,4.45,2.68,VVS2,Premium,E
Surat,3380,0.71,59.0,59.0,5.88,5.82,3.45,VVS2,Premium,E
Surat,2970,0.52,60.1,58.0,5.23,5.18,3.13,VVS2,Premium,E
Surat,680,0.23,60.9,60.0,3.99,3.96,2.42,VVS2,Premium,E
Surat,1107,0.31,62.3,56.0,4.34,4.3,2.69,VVS2,Premium,E
Surat,9711,1.01,62.4,58.0,6.42,6.36,3.99,VVS2,Premium,E
Surat,17667,1.5,58.7,61.0,7.49,7.36,4.36,VVS2,Premium,E
Antwerp,789,0.3,61.4,59.0,4.32,4.34,2.66,VVS2,Premium,E
Antwerp,1243,0.41,61.8,59.0,4.78,4.74,2.94,VVS2,Premium,E
Antwerp,2419,0.51,59.3,59.0,5.25,5.17,3.09,VVS2,Premium,E
Antwerp,1046,0.31,61.4,58.0,4.36,4.33,2.67,VVS2,Premium,E
Antwerp,2507,0.57,60.0,61.0,5.44,5.36,3.24,VVS2,Premium,E
Antwerp,1046,0.31,61.3,60.0,4.35,4.33,2.66,VVS2,Premium,E
Antwerp,740,0.25,62.5,59.0,4.04,4.02,2.52,VVS2,Premium,E
Antwerp,2727,0.62,60.7,60.0,5.51,5.43,3.32,VVS2,Premium,E
Madrid,576,0.25,62.5,59.0,4.02,4.05,2.52,VVS2,Premium,E
Madrid,918,0.41,61.5,58.0,4.75,4.78,2.93,VVS2,Premium,E
Madrid,868,0.33,60.3,58.0,4.47,4.49,2.7,VVS2,Premium,E
Madrid,2060,0.51,61.0,61.0,5.17,5.13,3.14,VVS2,Premium,E
Madrid,1013,0.3,61.4,59.0,4.34,4.32,2.66,VVS2,Premium,E
Madrid,10387,1.1,60.1,58.0,6.69,6.76,4.04,VVS2,Premium,E
London,1080,0.32,61.5,58.0,4.42,4.36,2.7,VVS2,Premium,E
London,1129,0.39,61.1,59.0,4.68,4.74,2.88,VVS2,Premium,E
London,1833,0.47,60.5,58.0,5.05,5.0,3.04,VVS2,Premium,E
London,576,0.25,61.5,59.0,4.02,4.04,2.48,VVS2,Premium,E
London,789,0.3,61.5,60.0,4.28,4.31,2.64,VVS2,Premium,E
London,576,0.25,62.0,59.0,4.05,4.08,2.52,VVS2,Premium,E
London,1116,0.31,62.2,56.0,4.31,4.28,2.67,VVS2,Premium,E
London,1046,0.31,61.4,60.0,4.36,4.34,2.67,VVS2,Premium,E
Luxembourg,2393,0.6,62.4,61.0,5.36,5.31,3.33,VVS2,Premium,E
Luxembourg,741,0.33,61.3,59.0,4.44,4.47,2.73,VVS2,Premium,E
Luxembourg,1056,0.4,61.4,56.0,4.81,4.74,2.93,VVS2,Premium,E
Luxembourg,837,0.31,60.5,57.0,4.41,4.39,2.66,VVS2,Premium,E
Amsterdam,1097,0.3,61.0,59.0,4.33,4.29,2.63,IF,Premium,E
Zurich,967,0.32,60.0,61.0,4.5,4.46,2.69,IF,Premium,E
Las Vegas,1207,0.33,60.8,58.0,4.49,4.46,2.72,IF,Premium,E
New York City,3951,0.72,61.3,60.0,5.74,5.71,3.51,IF,Premium,E
New York City,1170,0.32,61.6,58.0,4.39,4.38,2.7,IF,Premium,E
Paris,17663,1.34,61.8,58.0,7.15,7.08,4.4,IF,Premium,E
Tel Aviv,1129,0.33,60.8,58.0,4.46,4.49,2.72,IF,Premium,E
Kimberly,11946,1.05,59.0,58.0,6.7,6.66,3.94,IF,Premium,E
Kimberly,1133,0.31,61.0,59.0,4.39,4.36,2.67,IF,Premium,E
Surat,11838,1.05,59.0,58.0,6.66,6.7,3.94,IF,Premium,E
Surat,15806,1.28,59.8,59.0,7.1,7.07,4.24,IF,Premium,E
Antwerp,3403,0.7,62.9,59.0,5.66,5.59,3.4,IF,Premium,E
Madrid,984,0.3,61.9,61.0,4.32,4.27,2.66,IF,Premium,E
Luxembourg,1060,0.31,61.0,59.0,4.36,4.39,2.67,IF,Premium,E
Luxembourg,1580,0.4,61.3,58.0,4.77,4.73,2.91,IF,Premium,E
Luxembourg,1097,0.3,60.1,60.0,4.32,4.3,2.59,IF,Premium,E
Amsterdam,5027,1.32,62.2,58.0,7.05,6.97,4.36,I1,Premium,E
Zurich,4014,1.12,61.0,59.0,6.74,6.7,4.1,I1,Premium,E
New York City,3942,1.12,61.0,59.0,6.7,6.74,4.1,I1,Premium,E
Paris,3584,1.0,60.9,61.0,6.41,6.37,3.89,I1,Premium,E
Dubai,2964,1.05,61.4,58.0,6.53,6.46,3.99,I1,Premium,E
Dubai,2862,1.22,60.9,57.0,6.93,6.88,4.21,I1,Premium,E
Kimberly,3965,1.18,62.5,58.0,6.75,6.62,4.18,I1,Premium,E
Kimberly,10453,3.05,60.9,58.0,9.26,9.25,5.66,I1,Premium,E
Surat,5161,1.44,61.1,62.0,7.23,7.15,4.39,I1,Premium,E
Surat,3293,1.05,62.2,61.0,6.51,6.48,4.04,I1,Premium,E
Surat,3394,1.01,59.8,58.0,6.57,6.53,3.92,I1,Premium,E
Surat,713,0.43,58.4,62.0,5.0,4.94,2.9,I1,Premium,E
Antwerp,3528,1.24,61.1,62.0,6.91,6.86,4.21,I1,Premium,E
Antwerp,3572,1.19,60.2,61.0,6.91,6.87,4.15,I1,Premium,E
Antwerp,3519,1.02,60.4,62.0,6.52,6.47,3.92,I1,Premium,E
Madrid,3136,1.0,62.3,58.0,6.38,6.33,3.96,I1,Premium,E
Madrid,444,0.32,60.9,58.0,4.42,4.38,2.68,I1,Premium,E
Luxembourg,2647,0.93,62.3,60.0,6.23,6.2,3.87,I1,Premium,E
Luxembourg,3871,1.2,62.3,60.0,6.78,6.71,4.2,I1,Premium,E
Amsterdam,3948,0.9,63.7,58.0,6.06,6.09,3.87,VS2,Good,E
Amsterdam,7250,1.07,63.1,56.0,6.49,6.54,4.11,VS2,Good,E
Amsterdam,2270,0.67,61.6,61.0,5.57,5.6,3.44,VS2,Good,E
Amsterdam,7064,1.19,57.4,60.0,7.0,6.9,3.99,VS2,Good,E
Amsterdam,2394,0.7,63.0,61.0,5.51,5.64,3.51,VS2,Good,E
Amsterdam,1576,0.52,63.4,57.0,5.12,5.16,3.26,VS2,Good,E
Amsterdam,5376,1.0,64.0,58.0,6.24,6.2,3.99,VS2,Good,E
Amsterdam,6073,1.0,61.5,62.0,6.37,6.42,3.93,VS2,Good,E
Amsterdam,2912,0.7,58.7,63.0,5.69,5.73,3.35,VS2,Good,E
Amsterdam,1637,0.54,63.1,58.0,5.13,5.21,3.26,VS2,Good,E
Amsterdam,5430,1.01,63.8,59.0,6.26,6.22,3.98,VS2,Good,E
Amsterdam,8380,1.2,63.6,57.0,6.74,6.68,4.27,VS2,Good,E
Amsterdam,2559,0.7,59.2,64.0,5.8,5.75,3.42,VS2,Good,E
Zurich,2314,0.7,63.8,56.0,5.58,5.61,3.57,VS2,Good,E
Zurich,1294,0.47,58.4,60.3,5.08,5.17,3.0,VS2,Good,E
Zurich,3273,0.8,63.4,56.0,5.88,5.92,3.74,VS2,Good,E
Zurich,1407,0.5,63.7,59.0,4.99,5.03,3.19,VS2,Good,E
Zurich,801,0.32,58.8,63.0,4.48,4.54,2.65,VS2,Good,E
Zurich,3140,0.72,60.8,62.0,5.73,5.78,3.5,VS2,Good,E
Las Vegas,6937,1.19,57.4,60.0,6.9,7.0,3.99,VS2,Good,E
Las Vegas,2717,0.75,59.7,65.0,5.85,5.8,3.48,VS2,Good,E
Las Vegas,1554,0.52,63.3,56.0,5.08,5.12,3.23,VS2,Good,E
Las Vegas,1771,0.54,60.2,61.0,5.27,5.32,3.19,VS2,Good,E
Las Vegas,6666,1.01,63.5,58.0,6.34,6.36,4.03,VS2,Good,E
Las Vegas,2759,0.7,57.5,58.0,5.85,5.9,3.38,VS2,Good,E
Las Vegas,7480,1.11,58.5,58.0,6.77,6.84,3.98,VS2,Good,E
Las Vegas,1299,0.5,64.1,58.0,5.01,5.03,3.22,VS2,Good,E
Las Vegas,8563,1.2,61.8,61.0,6.69,6.71,4.14,VS2,Good,E
New York City,6250,1.01,60.8,63.0,6.44,6.46,3.92,VS2,Good,E
New York City,574,0.33,57.3,59.0,4.6,4.62,2.64,VS2,Good,E
New York City,2473,0.7,61.5,61.0,5.64,5.74,3.5,VS2,Good,E
New York City,6958,1.0,58.2,60.0,6.52,6.54,3.8,VS2,Good,E
New York City,6160,1.0,57.4,58.0,6.61,6.57,3.78,VS2,Good,E
New York City,6462,1.02,63.2,60.0,6.29,6.34,3.99,VS2,Good,E
New York City,2912,0.73,64.2,54.0,5.68,5.72,3.66,VS2,Good,E
Paris,6399,1.01,63.3,58.0,6.35,6.38,4.03,VS2,Good,E
Paris,658,0.32,64.1,54.0,4.32,4.36,2.78,VS2,Good,E
Paris,1920,0.56,62.3,63.0,5.22,5.27,3.27,VS2,Good,E
Paris,1407,0.5,63.4,59.0,5.03,5.06,3.2,VS2,Good,E
Paris,1395,0.5,59.8,57.0,5.12,5.18,3.08,VS2,Good,E
Paris,3249,0.76,63.2,56.0,5.82,5.86,3.69,VS2,Good,E
Paris,772,0.41,58.1,59.0,4.89,4.95,2.86,VS2,Good,E
Paris,6279,1.0,60.7,62.0,6.33,6.46,3.88,VS2,Good,E
Tel Aviv,1812,0.51,57.6,62.0,5.33,5.3,3.06,VS2,Good,E
Tel Aviv,625,0.28,63.7,60.0,4.23,4.18,2.68,VS2,Good,E
Tel Aviv,1758,0.58,63.1,56.0,5.26,5.33,3.34,VS2,Good,E
Tel Aviv,1660,0.52,61.5,61.0,5.16,5.09,3.15,VS2,Good,E
Tel Aviv,2772,0.71,59.2,61.0,5.8,5.88,3.46,VS2,Good,E
Tel Aviv,1059,0.44,62.2,62.0,4.79,4.85,3.0,VS2,Good,E
Tel Aviv,15385,1.7,64.1,60.0,7.43,7.52,4.79,VS2,Good,E
Dubai,1554,0.51,59.2,62.0,5.22,5.29,3.11,VS2,Good,E
Dubai,1727,0.53,63.7,55.0,5.15,5.12,3.27,VS2,Good,E
Dubai,526,0.3,63.3,55.0,4.26,4.3,2.71,VS2,Good,E
Dubai,3273,0.8,64.5,56.0,5.8,5.86,3.76,VS2,Good,E
Dubai,1267,0.46,60.9,62.0,4.93,4.96,3.01,VS2,Good,E
Kimberly,981,0.41,63.1,64.0,4.66,4.63,2.93,VS2,Good,E
Kimberly,1736,0.56,61.4,62.0,5.34,5.28,3.26,VS2,Good,E
Kimberly,1424,0.51,61.1,65.0,5.14,5.11,3.13,VS2,Good,E
Kimberly,4345,0.91,63.1,58.0,6.13,6.19,3.89,VS2,Good,E
Kimberly,1419,0.5,63.1,61.0,5.0,5.05,3.17,VS2,Good,E
Kimberly,1422,0.53,58.6,62.0,5.26,5.32,3.1,VS2,Good,E
Kimberly,4770,0.9,63.7,54.0,6.13,6.15,3.91,VS2,Good,E
Kimberly,5954,1.01,63.4,56.0,6.35,6.37,4.03,VS2,Good,E
Kimberly,6221,1.01,62.5,58.0,6.32,6.36,3.96,VS2,Good,E
Kimberly,13653,1.5,63.7,56.0,7.18,7.16,4.57,VS2,Good,E
Kimberly,1348,0.5,63.3,64.0,4.98,5.0,3.16,VS2,Good,E
Kimberly,6843,1.01,63.9,59.0,6.31,6.34,4.04,VS2,Good,E
Kimberly,1407,0.5,63.3,56.0,5.11,5.03,3.21,VS2,Good,E
Kimberly,816,0.34,57.0,61.0,6.65,4.61,2.64,VS2,Good,E
Surat,6004,1.01,65.4,56.0,6.18,6.23,4.06,VS2,Good,E
Surat,6221,1.01,62.6,58.0,6.33,6.36,3.97,VS2,Good,E
Surat,6968,1.01,63.9,59.0,6.34,6.31,4.04,VS2,Good,E
Surat,1656,0.51,63.3,56.0,5.08,5.12,3.23,VS2,Good,E
Surat,3163,0.74,63.9,54.0,5.77,5.81,3.7,VS2,Good,E
Surat,6522,1.01,58.0,60.0,6.64,6.68,3.86,VS2,Good,E
Surat,9176,1.21,62.7,61.0,6.67,6.72,4.2,VS2,Good,E
Surat,1389,0.5,64.9,59.0,4.89,4.94,3.19,VS2,Good,E
Surat,5972,1.01,61.2,62.0,6.34,6.38,3.89,VS2,Good,E
Surat,2606,0.7,60.1,62.0,5.77,5.74,3.46,VS2,Good,E
Surat,6335,1.01,63.7,56.0,6.29,6.27,4.0,VS2,Good,E
Surat,1662,0.51,63.8,55.0,5.08,5.05,3.23,VS2,Good,E
Surat,4406,0.92,58.9,57.0,6.35,6.38,3.75,VS2,Good,E
Antwerp,5984,1.0,63.3,59.0,6.29,6.34,4.0,VS2,Good,E
Antwerp,357,0.23,61.8,63.0,3.88,3.89,2.4,VS2,Good,E
Antwerp,693,0.38,63.2,57.0,4.59,4.62,2.91,VS2,Good,E
Antwerp,6666,1.01,63.4,60.0,6.31,6.37,4.02,VS2,Good,E
Antwerp,1660,0.54,63.3,55.0,5.2,5.26,3.31,VS2,Good,E
Antwerp,1607,0.53,64.0,55.0,5.11,5.14,3.28,VS2,Good,E
Antwerp,711,0.35,57.8,60.0,4.64,4.67,2.69,VS2,Good,E
Antwerp,2406,0.65,57.8,61.2,5.72,5.78,3.32,VS2,Good,E
Madrid,6399,1.01,63.3,60.0,6.3,6.33,4.0,VS2,Good,E
Madrid,6315,1.0,64.1,54.0,6.26,6.31,4.03,VS2,Good,E
Madrid,1436,0.51,63.1,59.0,5.04,5.07,3.19,VS2,Good,E
Madrid,780,0.32,57.0,60.0,4.6,4.53,2.6,VS2,Good,E
Madrid,4203,0.9,64.0,58.0,6.07,6.02,3.87,VS2,Good,E
Madrid,2394,0.7,64.2,60.0,5.58,5.64,3.6,VS2,Good,E
Madrid,3291,0.77,63.4,57.0,5.8,5.84,3.69,VS2,Good,E
London,3115,0.7,60.3,60.0,5.69,5.75,3.45,VS2,Good,E
London,619,0.3,64.2,57.0,4.24,4.13,2.69,VS2,Good,E
London,5819,1.0,63.7,56.0,6.37,6.34,4.05,VS2,Good,E
London,544,0.31,63.4,55.0,4.32,4.35,2.75,VS2,Good,E
London,378,0.24,63.0,59.0,3.96,4.01,2.51,VS2,Good,E
London,2793,0.7,64.1,55.0,5.6,5.66,3.61,VS2,Good,E
Luxembourg,2723,0.73,63.3,60.0,5.67,5.73,3.61,VS2,Good,E
Luxembourg,3084,0.75,62.6,58.0,5.73,5.78,3.6,VS2,Good,E
Luxembourg,1695,0.55,59.8,61.0,5.29,5.32,3.17,VS2,Good,E
Luxembourg,6248,1.0,62.4,58.0,6.33,6.4,3.97,VS2,Good,E
Luxembourg,6776,1.0,63.1,56.0,6.37,6.41,4.03,VS2,Good,E
Luxembourg,1673,0.52,58.3,61.0,5.26,5.31,3.08,VS2,Good,E
Luxembourg,2416,0.71,63.2,57.0,5.63,5.66,3.56,VS2,Good,E
Luxembourg,14565,1.5,57.8,63.0,7.58,7.53,4.37,VS2,Good,E
Amsterdam,680,0.45,64.1,62.0,4.82,4.75,3.07,SI2,Good,E
Amsterdam,4071,1.18,63.6,57.0,6.74,6.72,4.28,SI2,Good,E
Amsterdam,477,0.34,63.7,55.0,4.43,4.46,2.83,SI2,Good,E
Amsterdam,9343,1.51,63.1,58.0,7.28,7.31,4.6,SI2,Good,E
Amsterdam,8019,1.42,60.1,61.0,7.32,7.42,4.43,SI2,Good,E
Amsterdam,7314,1.51,64.3,58.0,7.24,7.15,4.62,SI2,Good,E
Amsterdam,3724,0.9,62.1,63.0,6.09,6.12,3.79,SI2,Good,E
Zurich,6397,1.36,58.0,64.0,7.26,7.19,4.19,SI2,Good,E
Zurich,15393,2.0,64.7,57.0,7.75,7.86,5.05,SI2,Good,E
Zurich,2728,0.89,64.3,65.0,6.0,5.95,3.84,SI2,Good,E
Zurich,3401,0.9,63.2,57.0,6.06,6.15,3.86,SI2,Good,E
Zurich,16582,2.01,60.0,64.0,8.09,8.17,4.88,SI2,Good,E
Zurich,4807,1.01,58.5,61.0,6.51,6.61,3.84,SI2,Good,E
Zurich,1112,0.54,63.9,54.0,5.18,5.12,3.29,SI2,Good,E
Zurich,2229,0.7,57.5,58.0,5.8,5.85,3.35,SI2,Good,E
Zurich,4453,1.07,60.0,62.0,6.57,6.62,3.96,SI2,Good,E
Zurich,2371,0.77,58.1,63.0,6.02,6.06,3.5,SI2,Good,E
Las Vegas,3153,0.92,62.0,64.0,6.2,6.16,3.83,SI2,Good,E
Las Vegas,4285,1.01,61.4,64.0,6.29,6.42,3.9,SI2,Good,E
Las Vegas,2702,0.75,62.3,58.0,5.78,5.81,3.61,SI2,Good,E
Las Vegas,8492,1.5,64.5,58.0,7.06,7.11,4.57,SI2,Good,E
Las Vegas,2388,0.73,63.3,57.0,5.69,5.72,3.61,SI2,Good,E
Las Vegas,16206,2.0,57.6,63.0,8.2,8.16,4.73,SI2,Good,E
Las Vegas,3632,0.91,64.3,57.0,6.0,6.04,3.87,SI2,Good,E
New York City,4250,1.03,63.8,62.0,6.3,6.37,4.04,SI2,Good,E
New York City,4184,1.0,59.9,63.0,6.45,6.5,3.88,SI2,Good,E
New York City,10884,1.51,58.9,61.0,7.54,7.5,4.43,SI2,Good,E
New York City,818,0.41,63.8,57.0,4.75,4.68,3.01,SI2,Good,E
New York City,3737,1.01,63.9,58.0,6.37,6.31,4.05,SI2,Good,E
New York City,3520,0.91,63.1,61.0,6.04,6.14,3.84,SI2,Good,E
New York City,1101,0.5,58.3,58.0,5.23,5.2,3.04,SI2,Good,E
New York City,669,0.43,63.6,55.0,4.8,4.83,3.06,SI2,Good,E
New York City,8910,1.5,63.9,58.0,7.21,7.26,4.62,SI2,Good,E
New York City,1077,0.5,63.1,58.0,5.05,5.09,3.2,SI2,Good,E
Paris,4258,1.0,61.5,61.0,6.35,6.43,3.93,SI2,Good,E
Paris,454,0.35,64.0,55.0,4.45,4.49,2.86,SI2,Good,E
Paris,17760,2.0,57.7,61.0,8.31,8.19,4.76,SI2,Good,E
Paris,2640,0.8,57.7,65.0,6.13,6.08,3.52,SI2,Good,E
Paris,445,0.34,63.1,56.0,4.46,4.51,2.83,SI2,Good,E
Paris,2829,0.8,63.7,54.0,5.91,5.87,3.75,SI2,Good,E
Paris,4496,1.0,63.3,58.0,6.32,6.35,4.01,SI2,Good,E
Paris,3595,0.9,65.8,60.0,5.94,5.97,3.92,SI2,Good,E
Paris,1758,0.7,56.9,63.0,5.78,5.71,3.27,SI2,Good,E
Tel Aviv,1783,0.71,57.5,58.0,5.91,5.89,3.39,SI2,Good,E
Tel Aviv,638,0.41,63.2,58.0,4.68,4.72,2.97,SI2,Good,E
Tel Aviv,1327,0.59,57.4,62.0,5.53,5.49,3.16,SI2,Good,E
Tel Aviv,1120,0.52,63.7,56.0,5.12,5.15,3.27,SI2,Good,E
Tel Aviv,15962,2.0,60.1,54.0,8.01,8.15,4.86,SI2,Good,E
Tel Aviv,1172,0.56,63.5,57.0,5.21,5.24,3.32,SI2,Good,E
Dubai,588,0.35,64.0,55.0,4.49,4.45,2.86,SI2,Good,E
Dubai,4656,1.08,63.7,57.0,6.49,6.54,4.15,SI2,Good,E
Dubai,1214,0.57,58.5,61.0,5.4,5.43,3.17,SI2,Good,E
Dubai,3895,0.9,61.3,61.0,6.13,6.17,3.77,SI2,Good,E
Dubai,4620,1.0,63.5,56.0,6.31,6.38,4.03,SI2,Good,E
Dubai,2680,0.76,58.8,59.0,5.95,5.99,3.51,SI2,Good,E
Kimberly,3084,0.9,64.1,57.0,6.09,6.07,3.9,SI2,Good,E
Kimberly,844,0.47,56.5,62.0,5.17,5.09,2.9,SI2,Good,E
Kimberly,421,0.3,63.5,55.0,4.27,4.3,2.72,SI2,Good,E
Kimberly,3838,1.02,62.8,64.0,6.36,6.32,3.98,SI2,Good,E
Kimberly,3538,0.91,63.9,61.0,6.03,6.09,3.87,SI2,Good,E
Kimberly,617,0.4,64.2,57.0,4.68,4.7,3.01,SI2,Good,E
Kimberly,1098,0.5,58.2,59.0,5.24,5.27,3.06,SI2,Good,E
Kimberly,1860,0.7,62.2,63.0,5.65,5.6,3.5,SI2,Good,E
Kimberly,1333,0.62,59.4,65.0,5.54,5.48,3.27,SI2,Good,E
Kimberly,638,0.41,63.5,55.0,4.69,4.73,2.99,SI2,Good,E
Kimberly,3660,0.9,59.9,61.0,6.16,6.2,3.7,SI2,Good,E
Kimberly,612,0.34,63.7,55.0,4.46,4.43,2.83,SI2,Good,E
Kimberly,2120,0.71,58.8,63.0,5.75,5.88,3.42,SI2,Good,E
Kimberly,666,0.4,63.2,57.0,4.66,4.68,2.95,SI2,Good,E
Kimberly,6300,1.5,61.5,65.0,7.21,7.17,4.42,SI2,Good,E
Kimberly,4171,1.01,57.5,63.0,6.56,6.58,3.78,SI2,Good,E
Kimberly,3401,0.9,63.4,60.0,6.02,6.07,3.83,SI2,Good,E
Kimberly,1000,0.5,63.2,61.0,5.02,5.05,3.18,SI2,Good,E
Surat,1163,0.54,63.8,54.0,5.17,5.18,3.3,SI2,Good,E
Surat,2453,0.75,63.8,55.0,5.74,5.8,3.68,SI2,Good,E
Surat,4742,1.08,63.7,57.0,6.54,6.49,4.15,SI2,Good,E
Surat,4065,1.1,63.3,56.0,6.53,6.58,4.15,SI2,Good,E
Surat,4026,1.0,64.0,54.0,6.31,6.26,4.01,SI2,Good,E
Surat,3546,1.01,63.9,58.0,6.31,6.37,4.05,SI2,Good,E
Surat,2308,0.72,57.9,56.0,5.93,5.85,3.41,SI2,Good,E
Surat,4712,1.02,63.2,56.0,6.37,6.41,4.04,SI2,Good,E
Surat,622,0.4,63.9,57.0,4.65,4.71,2.99,SI2,Good,E
Surat,2116,0.7,61.0,64.0,5.63,5.69,3.45,SI2,Good,E
Surat,4566,1.01,60.2,60.0,6.37,6.42,3.85,SI2,Good,E
Surat,2159,0.7,63.1,56.0,5.63,5.66,3.56,SI2,Good,E
Surat,4400,1.0,63.5,54.0,6.35,6.41,4.05,SI2,Good,E
Surat,2982,0.9,58.7,63.0,6.2,6.23,3.65,SI2,Good,E
Surat,3889,1.0,63.7,61.0,6.32,6.27,4.01,SI2,Good,E
Antwerp,2192,0.7,63.7,61.0,5.6,5.64,3.58,SI2,Good,E
Antwerp,4532,1.11,58.3,60.0,6.76,6.83,3.96,SI2,Good,E
Antwerp,3139,0.9,64.1,57.0,6.07,6.09,3.9,SI2,Good,E
Antwerp,3595,0.9,61.6,61.0,6.12,6.16,3.78,SI2,Good,E
Antwerp,1141,0.53,63.2,54.0,5.16,5.19,3.27,SI2,Good,E
Antwerp,1783,0.71,57.5,58.0,5.91,5.89,3.39,SI2,Good,E
Antwerp,4751,1.01,63.7,58.0,6.36,6.32,4.04,SI2,Good,E
Antwerp,858,0.43,63.6,55.0,4.83,4.8,3.06,SI2,Good,E
Antwerp,3422,0.9,61.9,62.0,6.14,6.18,3.81,SI2,Good,E
Antwerp,9281,1.5,63.3,57.0,7.31,7.33,4.63,SI2,Good,E
Antwerp,1140,0.53,57.9,58.0,5.34,5.39,3.11,SI2,Good,E
Antwerp,3763,1.0,57.7,65.0,6.59,6.55,3.79,SI2,Good,E
Antwerp,669,0.43,63.4,57.0,4.77,4.82,3.04,SI2,Good,E
Antwerp,4685,1.01,58.7,63.0,6.52,6.6,3.85,SI2,Good,E
Antwerp,3595,0.9,63.7,63.0,6.05,6.1,3.87,SI2,Good,E
Antwerp,1199,0.52,60.5,62.0,5.15,5.2,3.13,SI2,Good,E
Antwerp,798,0.4,63.9,57.0,4.71,4.65,2.99,SI2,Good,E
Antwerp,8910,1.5,63.0,59.0,7.18,7.24,4.54,SI2,Good,E
Antwerp,5544,1.2,63.3,55.0,6.73,6.77,4.27,SI2,Good,E
Antwerp,798,0.4,64.2,57.0,4.7,4.68,3.01,SI2,Good,E
Antwerp,18236,2.02,58.8,61.0,8.21,8.25,4.84,SI2,Good,E
Antwerp,491,0.35,63.9,55.0,4.48,4.5,2.87,SI2,Good,E
Antwerp,1181,0.5,63.7,55.0,5.08,5.03,3.22,SI2,Good,E
Madrid,5787,1.21,64.0,62.0,6.65,6.59,4.24,SI2,Good,E
Madrid,5809,1.24,58.5,57.0,7.03,7.1,4.13,SI2,Good,E
Madrid,1929,0.7,63.9,59.0,5.68,5.56,3.59,SI2,Good,E
Madrid,2005,0.77,64.1,56.0,5.84,5.77,3.72,SI2,Good,E
Madrid,1793,0.7,56.9,61.0,5.85,5.9,3.34,SI2,Good,E
Madrid,2028,0.7,62.9,56.0,5.63,5.66,3.55,SI2,Good,E
Madrid,7643,1.53,57.1,56.0,7.69,7.65,4.38,SI2,Good,E
Madrid,2435,0.7,63.7,55.0,5.63,5.58,3.57,SI2,Good,E
Madrid,3696,1.0,57.7,65.0,6.55,6.59,3.79,SI2,Good,E
Madrid,2453,0.7,63.5,56.0,5.6,5.68,3.58,SI2,Good,E
Madrid,3611,1.01,63.9,58.0,6.37,6.31,4.05,SI2,Good,E
London,1127,0.53,63.0,60.0,5.11,5.14,3.23,SI2,Good,E
London,4666,1.01,63.7,58.0,6.32,6.36,4.04,SI2,Good,E
London,4440,1.01,63.9,55.0,6.38,6.33,4.08,SI2,Good,E
London,4118,1.01,63.7,55.0,6.38,6.31,4.05,SI2,Good,E
London,1163,0.54,63.4,56.0,5.14,5.18,3.27,SI2,Good,E
London,1408,0.61,63.1,56.0,5.4,5.44,3.42,SI2,Good,E
London,4290,1.04,62.3,62.0,6.4,6.44,4.0,SI2,Good,E
London,2239,0.7,57.8,61.0,5.89,5.85,3.39,SI2,Good,E
London,505,0.36,63.7,54.0,4.52,4.55,2.89,SI2,Good,E
London,15255,2.01,63.1,58.0,7.89,8.01,5.02,SI2,Good,E
London,3736,0.9,63.0,58.0,6.08,6.11,3.84,SI2,Good,E
London,2307,0.7,63.7,61.0,5.64,5.6,3.58,SI2,Good,E
Luxembourg,2542,0.8,61.4,59.0,5.94,6.01,3.67,SI2,Good,E
